member_id,member_name,member_begin_date,congress,chamber,committee_id
I000024,James M. Inhofe,,117,senate,SLIN
C001035,Susan Collins,,117,senate,SPAG
B001277,Richard Blumenthal,,117,senate,SPAG
B001135,Richard M. Burr,,117,senate,SPAG
W000817,Elizabeth Warren,,117,senate,SPAG
R000608,Jacky Rosen,,117,senate,SPAG
S001217,Rick Scott,,117,senate,SPAG
F000062,Dianne Feinstein,,117,senate,SCNC
C001056,John Cornyn,,117,senate,SCNC
W000802,Sheldon Whitehouse,,117,senate,SCNC
R000608,Jacky Rosen,,117,senate,SCNC
W000437,Roger Wicker,,117,joint,JCSE
C000141,Benjamin L. Cardin,,117,joint,JCSE
B001236,John Boozman,,117,joint,JCSE
W000802,Sheldon Whitehouse,,117,joint,JCSE
S001181,Jeanne Shaheen,,117,joint,JCSE
T000476,Thom Tillis,,117,joint,JCSE
B000575,Roy Blunt,,117,joint,JSPR
W000437,Roger Wicker,,117,joint,JSPR
W000779,Ron Wyden,,117,joint,JSTX
C000880,Michael D. Crapo,,117,joint,JSTX
B000575,Roy Blunt,,117,joint,JSLC
S000320,Richard C. Shelby,,117,joint,JSLC
P000449,Rob Portman,,117,joint,JSEC
C001075,Bill Cassidy,,117,joint,JSEC
C001098,Ted Cruz,,117,joint,JSEC
B001236,John Boozman,,118,senate,SSAF
M000355,Mitch McConnell,,118,senate,SSAF
H001061,John Hoeven,,118,senate,SSAF
B001267,Michael Bennet,,118,senate,SSAF
S001203,Tina Smith,,118,senate,SSAF
M001198,Roger Marshall,,118,senate,SSAF
T000278,Tommy Tuberville,,118,senate,SSAF
B001288,Cory Booker,,118,senate,SSAF
T000250,John Thune,,118,senate,SSAF
F000463,Deb Fischer,,118,senate,SSAF
M001111,Patty Murray,,118,senate,SSAP
C001035,Susan Collins,,118,senate,SSAP
M000355,Mitch McConnell,,118,senate,SSAP
R000122,Jack Reed,,118,senate,SSAP
G000359,Lindsey Graham,,118,senate,SSAP
M000934,Jerry Moran,,118,senate,SSAP
S001181,Jeanne Shaheen,,118,senate,SSAP
H001061,John Hoeven,,118,senate,SSAP
B001236,John Boozman,,118,senate,SSAP
C001088,Christopher A. Coons,,118,senate,SSAP
C001047,Shelley Moore Capito,,118,senate,SSAP
K000393,John Kennedy,,118,senate,SSAP
H000601,Bill Hagerty,,118,senate,SSAP
M001183,Joe Manchin III,,118,senate,SSAP
V000128,Chris Van Hollen,,118,senate,SSAP
F000463,Deb Fischer,,118,senate,SSAP
P000595,Gary Peters,,118,senate,SSAP
R000122,Jack Reed,,118,senate,SSAS
W000437,Roger Wicker,,118,senate,SSAS
S001181,Jeanne Shaheen,,118,senate,SSAS
F000463,Deb Fischer,,118,senate,SSAS
B001277,Richard Blumenthal,,118,senate,SSAS
R000605,Mike Rounds,,118,senate,SSAS
K000384,Tim Kaine,,118,senate,SSAS
S001198,Dan Sullivan,,118,senate,SSAS
K000383,Angus King,,118,senate,SSAS
W000817,Elizabeth Warren,,118,senate,SSAS
S001217,Rick Scott,,118,senate,SSAS
P000595,Gary Peters,,118,senate,SSAS
T000278,Tommy Tuberville,,118,senate,SSAS
M001183,Joe Manchin III,,118,senate,SSAS
D000622,Tammy Duckworth,,118,senate,SSAS
R000608,Jacky Rosen,,118,senate,SSAS
R000122,Jack Reed,,118,senate,SSBK
C000880,Michael D. Crapo,,118,senate,SSBK
R000605,Mike Rounds,,118,senate,SSBK
T000476,Thom Tillis,,118,senate,SSBK
W000805,Mark Warner,,118,senate,SSBK
K000393,John Kennedy,,118,senate,SSBK
W000817,Elizabeth Warren,,118,senate,SSBK
H000601,Bill Hagerty,,118,senate,SSBK
V000128,Chris Van Hollen,,118,senate,SSBK
L000571,Cynthia M. Lummis,,118,senate,SSBK
S001203,Tina Smith,,118,senate,SSBK
D000618,Steve Daines,,118,senate,SSBK
C001098,Ted Cruz,,118,senate,SSCM
C000127,Maria Cantwell,,118,senate,SSCM
T000250,John Thune,,118,senate,SSCM
W000437,Roger Wicker,,118,senate,SSCM
F000463,Deb Fischer,,118,senate,SSCM
P000595,Gary Peters,,118,senate,SSCM
M000934,Jerry Moran,,118,senate,SSCM
S001198,Dan Sullivan,,118,senate,SSCM
D000622,Tammy Duckworth,,118,senate,SSCM
R000608,Jacky Rosen,,118,senate,SSCM
H000273,John Hickenlooper,,118,senate,SSCM
C001047,Shelley Moore Capito,,118,senate,SSCM
L000571,Cynthia M. Lummis,,118,senate,SSCM
M001183,Joe Manchin III,,118,senate,SSEG
B001261,John Barrasso,,118,senate,SSEG
W000779,Ron Wyden,,118,senate,SSEG
C000127,Maria Cantwell,,118,senate,SSEG
D000618,Steve Daines,,118,senate,SSEG
H001061,John Hoeven,,118,senate,SSEG
K000383,Angus King,,118,senate,SSEG
C001075,Bill Cassidy,,118,senate,SSEG
H000273,John Hickenlooper,,118,senate,SSEG
C000174,Thomas R. Carper,,118,senate,SSEV
C001047,Shelley Moore Capito,,118,senate,SSEV
C000141,Benjamin L. Cardin,,118,senate,SSEV
L000571,Cynthia M. Lummis,,118,senate,SSEV
W000802,Sheldon Whitehouse,,118,senate,SSEV
B001236,John Boozman,,118,senate,SSEV
W000437,Roger Wicker,,118,senate,SSEV
S001198,Dan Sullivan,,118,senate,SSEV
G000359,Lindsey Graham,,118,senate,SSEV
W000779,Ron Wyden,,118,senate,SSFI
C000880,Michael D. Crapo,,118,senate,SSFI
C000127,Maria Cantwell,,118,senate,SSFI
C001056,John Cornyn,,118,senate,SSFI
T000250,John Thune,,118,senate,SSFI
C000174,Thomas R. Carper,,118,senate,SSFI
C000141,Benjamin L. Cardin,,118,senate,SSFI
C001075,Bill Cassidy,,118,senate,SSFI
B001267,Michael Bennet,,118,senate,SSFI
D000618,Steve Daines,,118,senate,SSFI
W000805,Mark Warner,,118,senate,SSFI
B001261,John Barrasso,,118,senate,SSFI
W000802,Sheldon Whitehouse,,118,senate,SSFI
J000293,Ron Johnson,,118,senate,SSFI
T000476,Thom Tillis,,118,senate,SSFI
W000817,Elizabeth Warren,,118,senate,SSFI
C000141,Benjamin L. Cardin,,118,senate,SSFR
S001181,Jeanne Shaheen,,118,senate,SSFR
C001088,Christopher A. Coons,,118,senate,SSFR
P000603,Rand Paul,,118,senate,SSFR
K000384,Tim Kaine,,118,senate,SSFR
B001261,John Barrasso,,118,senate,SSFR
B001288,Cory Booker,,118,senate,SSFR
C001098,Ted Cruz,,118,senate,SSFR
H000601,Bill Hagerty,,118,senate,SSFR
V000128,Chris Van Hollen,,118,senate,SSFR
D000622,Tammy Duckworth,,118,senate,SSFR
C001075,Bill Cassidy,,118,senate,SSHR
M001111,Patty Murray,,118,senate,SSHR
P000603,Rand Paul,,118,senate,SSHR
C001035,Susan Collins,,118,senate,SSHR
K000384,Tim Kaine,,118,senate,SSHR
M001198,Roger Marshall,,118,senate,SSHR
S001203,Tina Smith,,118,senate,SSHR
T000278,Tommy Tuberville,,118,senate,SSHR
H000273,John Hickenlooper,,118,senate,SSHR
P000595,Gary Peters,,118,senate,SSGA
P000603,Rand Paul,,118,senate,SSGA
C000174,Thomas R. Carper,,118,senate,SSGA
J000293,Ron Johnson,,118,senate,SSGA
R000608,Jacky Rosen,,118,senate,SSGA
S001217,Rick Scott,,118,senate,SSGA
M001198,Roger Marshall,,118,senate,SSGA
B001277,Richard Blumenthal,,118,senate,SSGA
C000127,Maria Cantwell,,118,senate,SLIA
H001061,John Hoeven,,118,senate,SLIA
D000618,Steve Daines,,118,senate,SLIA
S001203,Tina Smith,,118,senate,SLIA
R000605,Mike Rounds,,118,senate,SLIA
F000463,Deb Fischer,,118,senate,SSRA
M000355,Mitch McConnell,,118,senate,SSRA
C001098,Ted Cruz,,118,senate,SSRA
W000805,Mark Warner,,118,senate,SSRA
C001047,Shelley Moore Capito,,118,senate,SSRA
W000437,Roger Wicker,,118,senate,SSRA
H000601,Bill Hagerty,,118,senate,SSRA
B001267,Michael Bennet,,118,senate,SSRA
C000141,Benjamin L. Cardin,,118,senate,SSSB
C000127,Maria Cantwell,,118,senate,SSSB
S001181,Jeanne Shaheen,,118,senate,SSSB
P000603,Rand Paul,,118,senate,SSSB
B001288,Cory Booker,,118,senate,SSSB
C001088,Christopher A. Coons,,118,senate,SSSB
K000393,John Kennedy,,118,senate,SSSB
D000622,Tammy Duckworth,,118,senate,SSSB
R000608,Jacky Rosen,,118,senate,SSSB
H000273,John Hickenlooper,,118,senate,SSSB
W000802,Sheldon Whitehouse,,118,senate,SSBU
M001111,Patty Murray,,118,senate,SSBU
C000880,Michael D. Crapo,,118,senate,SSBU
W000779,Ron Wyden,,118,senate,SSBU
G000359,Lindsey Graham,,118,senate,SSBU
J000293,Ron Johnson,,118,senate,SSBU
W000805,Mark Warner,,118,senate,SSBU
M001198,Roger Marshall,,118,senate,SSBU
K000384,Tim Kaine,,118,senate,SSBU
K000393,John Kennedy,,118,senate,SSBU
V000128,Chris Van Hollen,,118,senate,SSBU
S001217,Rick Scott,,118,senate,SSBU
G000359,Lindsey Graham,,118,senate,SSJU
W000802,Sheldon Whitehouse,,118,senate,SSJU
C001056,John Cornyn,,118,senate,SSJU
C001088,Christopher A. Coons,,118,senate,SSJU
C001098,Ted Cruz,,118,senate,SSJU
B001277,Richard Blumenthal,,118,senate,SSJU
B001288,Cory Booker,,118,senate,SSJU
K000393,John Kennedy,,118,senate,SSJU
T000476,Thom Tillis,,118,senate,SSJU
M000934,Jerry Moran,,118,senate,SSVA
M001111,Patty Murray,,118,senate,SSVA
B001236,John Boozman,,118,senate,SSVA
C001075,Bill Cassidy,,118,senate,SSVA
R000605,Mike Rounds,,118,senate,SSVA
B001277,Richard Blumenthal,,118,senate,SSVA
T000476,Thom Tillis,,118,senate,SSVA
S001198,Dan Sullivan,,118,senate,SSVA
M001183,Joe Manchin III,,118,senate,SSVA
T000278,Tommy Tuberville,,118,senate,SSVA
K000383,Angus King,,118,senate,SSVA
C001088,Christopher A. Coons,,118,senate,SLET
S001181,Jeanne Shaheen,,118,senate,SLET
F000463,Deb Fischer,,118,senate,SLET
W000805,Mark Warner,,118,senate,SLIN
W000779,Ron Wyden,,118,senate,SLIN
C001035,Susan Collins,,118,senate,SLIN
K000383,Angus King,,118,senate,SLIN
C001056,John Cornyn,,118,senate,SLIN
B001267,Michael Bennet,,118,senate,SLIN
M000934,Jerry Moran,,118,senate,SLIN
R000605,Mike Rounds,,118,senate,SLIN
M000355,Mitch McConnell,,118,senate,SLIN
R000122,Jack Reed,,118,senate,SLIN
W000437,Roger Wicker,,118,senate,SLIN
B001277,Richard Blumenthal,,118,senate,SPAG
W000817,Elizabeth Warren,,118,senate,SPAG
S001217,Rick Scott,,118,senate,SPAG
W000802,Sheldon Whitehouse,,118,senate,SCNC
B001277,Richard Blumenthal,,118,senate,SCNC
C001056,John Cornyn,,118,senate,SCNC
C000141,Benjamin L. Cardin,,118,joint,JCSE
W000437,Roger Wicker,,118,joint,JCSE
W000802,Sheldon Whitehouse,,118,joint,JCSE
B001236,John Boozman,,118,joint,JCSE
S001181,Jeanne Shaheen,,118,joint,JCSE
T000476,Thom Tillis,,118,joint,JCSE
B001277,Richard Blumenthal,,118,joint,JCSE
S001203,Tina Smith,,118,joint,JCSE
F000463,Deb Fischer,,118,joint,JSPR
H000601,Bill Hagerty,,118,joint,JSPR
W000779,Ron Wyden,,118,joint,JSTX
C000880,Michael D. Crapo,,118,joint,JSTX
C000127,Maria Cantwell,,118,joint,JSTX
F000463,Deb Fischer,,118,joint,JSLC
W000805,Mark Warner,,118,joint,JSLC
L000397,Zoe Lofgren,2019-01-09,116,house,HSHA
R000606,Jamie Raskin,2019-01-29,116,house,HSHA
D000598,Susan A. Davis,2019-01-29,116,house,HSHA
C001062,K. Michael Conaway,2019-01-04,116,house,HSAG
S001189,Austin Scott,2019-01-23,116,house,HSAG
S001209,Abigail Spanberger,2019-01-17,116,house,HSAG
A000372,Rick Allen,2019-01-23,116,house,HSAG
R000603,David Rouzer,2019-01-23,116,house,HSAG
C001108,James Comer,2019-01-23,116,house,HSAG
M001198,Roger Marshall,2019-01-23,116,house,HSAG
S001216,Kim Schrier,2019-01-17,116,house,HSAG
D000628,Neal Dunn,2019-01-23,116,house,HSAG
B001286,Cheri Bustos,2019-01-17,116,house,HSAG
M001185,Sean Patrick Maloney,2019-01-17,116,house,HSAG
H001088,Jim Hagedorn,2019-01-23,116,house,HSAG
O000171,Tom O'Halleran,2019-01-17,116,house,HSAG
A000378,Cynthia Axne,2019-01-17,116,house,HSAG
R000395,Harold Rogers,2019-01-23,116,house,HSAP
V000108,Peter J. Visclosky,2019-01-15,116,house,HSAP
A000055,Robert B. Aderholt,2019-01-23,116,house,HSAP
P000523,David E. Price,2019-01-15,116,house,HSAP
C001053,Tom Cole,2019-01-23,116,house,HSAP
F000459,Chuck Fleischmann,2019-01-23,116,house,HSAP
W000797,Debbie Wasserman Schultz,2019-01-15,116,house,HSAP
J000295,Dave Joyce,2019-01-23,116,house,HSAP
M001188,Grace Meng,2019-01-15,116,house,HSAP
N000189,Dan Newhouse,2019-01-23,116,house,HSAP
C001101,Katherine Clark,2019-01-15,116,house,HSAP
R000609,John Rutherford,2019-01-23,116,house,HSAP
F000462,Lois Frankel,2019-01-15,116,house,HSAP
B001286,Cheri Bustos,2019-01-15,116,house,HSAP
C001055,Ed Case,2019-01-15,116,house,HSAP
D000598,Susan A. Davis,2019-01-15,116,house,HSAS
L000559,Jim Langevin,2019-01-15,116,house,HSAS
C001062,K. Michael Conaway,2019-01-23,116,house,HSAS
C001069,Joe Courtney,2019-01-15,116,house,HSAS
L000564,Doug Lamborn,2019-01-23,116,house,HSAS
G000559,John Garamendi,2019-01-15,116,house,HSAS
W000804,Robert J. Wittman,2019-01-23,116,house,HSAS
S001189,Austin Scott,2019-01-23,116,house,HSAS
B001274,Mo Brooks,2019-01-23,116,house,HSAS
M001196,Seth Moulton,2019-01-15,116,house,HSAS
K000389,Ro Khanna,2019-01-15,116,house,HSAS
K000375,Bill Keating,2019-01-15,116,house,HSAS
G000579,Mike Gallagher,2019-01-23,116,house,HSAS
G000578,Matt Gaetz,2019-01-23,116,house,HSAS
C001123,Gilbert Cisneros,2019-01-15,116,house,HSAS
B001299,Jim Banks,2019-01-23,116,house,HSAS
S001207,Mikie Sherrill,2019-01-15,116,house,HSAS
W000823,Michael Waltz,2019-01-23,116,house,HSAS
T000482,Lori Trahan,2019-01-15,116,house,HSAS
L000591,Elaine Luria,2019-01-15,116,house,HSAS
F000450,Virginia Foxx,2019-01-04,116,house,HSED
S000185,Robert C. Scott,2019-01-04,116,house,HSED
R000582,Phil Roe,2019-01-23,116,house,HSED
D000598,Susan A. Davis,2019-01-15,116,house,HSED
G000551,Raúl M. Grijalva,2019-01-15,116,house,HSED
C001069,Joe Courtney,2019-01-15,116,house,HSED
A000372,Rick Allen,2019-01-23,116,house,HSED
S001199,Lloyd Smucker,2019-01-23,116,house,HSED
B001299,Jim Banks,2019-01-23,116,house,HSED
C001108,James Comer,2019-01-23,116,house,HSED
M001206,Joe Morelle,2019-01-15,116,house,HSED
F000469,Russ Fulcher,2019-01-23,116,house,HSED
M001204,Daniel Meuser,2019-01-23,116,house,HSED
S001216,Kim Schrier,2019-01-15,116,house,HSED
S001206,Donna Shalala,2019-01-15,116,house,HSED
T000483,David Trone,2019-01-15,116,house,HSED
L000590,Susie Lee,2019-01-15,116,house,HSED
T000482,Lori Trahan,2019-01-24,116,house,HSED
P000034,Frank Pallone,2019-01-03,116,house,HSIF
U000031,Fred Upton,2019-01-23,116,house,HSIF
B001248,Michael C. Burgess,2019-01-23,116,house,HSIF
L000566,Robert E. Latta,2019-01-23,116,house,HSIF
M001163,Doris Matsui,2019-01-15,116,house,HSIF
M001180,David McKinley,2019-01-23,116,house,HSIF
C001066,Kathy Castor,2019-01-15,116,house,HSIF
K000378,Adam Kinzinger,2019-01-23,116,house,HSIF
B001257,Gus Bilirakis,2019-01-23,116,house,HSIF
W000800,Peter Welch,2019-01-15,116,house,HSIF
L000576,Billy Long,2019-01-23,116,house,HSIF
B001275,Larry Bucshon,2019-01-23,116,house,HSIF
F000461,Bill Flores,2019-01-23,116,house,HSIF
B001284,Susan Brooks,2019-01-23,116,house,HSIF
S001180,Kurt Schrader,2019-01-15,116,house,HSIF
K000379,Joseph P. Kennedy III,2019-01-15,116,house,HSIF
P000608,Scott Peters,2019-01-15,116,house,HSIF
D000624,Debbie Dingell,2019-01-15,116,house,HSIF
G000584,Greg Gianforte,2019-01-23,116,house,HSIF
M001200,A. Donald McEachin,2019-01-15,116,house,HSIF
O000171,Tom O'Halleran,2019-01-15,116,house,HSIF
M001158,Kenny Marchant,2019-01-09,116,house,HSSO
M001188,Grace Meng,2019-02-13,116,house,HSSO
H001065,George Holding,2019-02-08,116,house,HSSO
P000616,Dean Phillips,2019-02-13,116,house,HSSO
G000591,Michael Guest,2019-02-08,116,house,HSSO
M001156,Patrick T. McHenry,2019-01-03,116,house,HSBA
C001049,William Lacy Clay,2019-01-17,116,house,HSBA
W000812,Ann Wagner,2019-01-23,116,house,HSBA
P000593,Ed Perlmutter,2019-01-17,116,house,HSBA
G000583,Josh Gottheimer,2019-01-17,116,house,HSBA
G000581,Vicente Gonzalez,2019-01-17,116,house,HSBA
K000392,David Kustoff,2019-01-23,116,house,HSBA
H001074,Trey Hollingsworth,2019-01-23,116,house,HSBA
S001204,Michael San Nicolas,2019-01-17,116,house,HSBA
G000588,Anthony Gonzalez,2019-01-23,116,house,HSBA
R000612,John Rose,2019-01-23,116,house,HSBA
A000378,Cynthia Axne,2019-01-17,116,house,HSBA
T000480,William Timmons,2019-09-26,116,house,HSBA
T000479,Van Taylor,2020-01-16,116,house,HSBA
L000562,Stephen F. Lynch,2019-01-17,116,house,HSBA
P000616,Dean Phillips,2019-01-17,116,house,HSBA
M001157,Michael McCaul,2019-01-04,116,house,HSFA
C000266,Steven J. Chabot,2019-01-23,116,house,HSFA
C001078,Gerald E. Connolly,2019-01-17,116,house,HSFA
K000378,Adam Kinzinger,2019-01-23,116,house,HSFA
K000375,Bill Keating,2019-01-17,116,house,HSFA
W000812,Ann Wagner,2019-01-23,116,house,HSFA
M001199,Brian Mast,2019-01-23,116,house,HSFA
R000607,Francis Rooney,2019-01-23,116,house,HSFA
C001114,John Curtis,2019-01-23,116,house,HSFA
B001297,Ken Buck,2019-01-23,116,house,HSFA
P000616,Dean Phillips,2019-01-17,116,house,HSFA
B001309,Tim Burchett,2019-01-23,116,house,HSFA
S001209,Abigail Spanberger,2019-01-17,116,house,HSFA
G000591,Michael Guest,2019-01-23,116,house,HSFA
M001203,Tom Malinowski,2019-01-17,116,house,HSFA
T000483,David Trone,2019-01-17,116,house,HSFA
G000581,Vicente Gonzalez,2019-01-17,116,house,HSFA
M001157,Michael McCaul,2019-01-23,116,house,HSHM
L000559,Jim Langevin,2019-01-23,116,house,HSHM
G000590,Mark Green,2019-01-23,116,house,HSHM
C001120,Dan Crenshaw,2019-01-23,116,house,HSHM
G000591,Michael Guest,2019-01-23,116,house,HSHM
G000551,Raúl M. Grijalva,2019-01-04,116,house,HSII
L000564,Doug Lamborn,2019-01-24,116,house,HSII
W000804,Robert J. Wittman,2019-01-24,116,house,HSII
L000579,Alan Lowenthal,2019-01-24,116,house,HSII
G000577,Garret Graves,2019-01-24,116,house,HSII
C001049,William Lacy Clay,2019-01-24,116,house,HSII
D000624,Debbie Dingell,2019-01-24,116,house,HSII
C001114,John Curtis,2019-01-24,116,house,HSII
H001082,Kevin Hern,2019-01-24,116,house,HSII
M001200,A. Donald McEachin,2019-01-24,116,house,HSII
F000469,Russ Fulcher,2019-01-24,116,house,HSII
C001055,Ed Case,2019-01-24,116,house,HSII
S001204,Michael San Nicolas,2019-01-24,116,house,HSII
C001049,William Lacy Clay,2019-01-23,116,house,HSGO
F000450,Virginia Foxx,2019-01-23,116,house,HSGO
L000562,Stephen F. Lynch,2019-01-23,116,house,HSGO
M001184,Thomas Massie,2019-01-23,116,house,HSGO
C001078,Gerald E. Connolly,2019-01-23,116,house,HSGO
C001108,James Comer,2019-01-23,116,house,HSGO
R000606,Jamie Raskin,2019-01-23,116,house,HSGO
R000616,Harley Rouda,2019-01-23,116,house,HSGO
G000563,Bob Gibbs,2019-01-23,116,house,HSGO
W000797,Debbie Wasserman Schultz,2019-01-23,116,house,HSGO
W000800,Peter Welch,2019-01-23,116,house,HSGO
M001205,Carol Miller,2019-01-23,116,house,HSGO
G000590,Mark Green,2019-01-23,116,house,HSGO
S001214,Greg Steube,2019-01-23,116,house,HSGO
K000389,Ro Khanna,2019-01-23,116,house,HSGO
C001053,Tom Cole,2019-01-03,116,house,HSRU
B001248,Michael C. Burgess,2019-01-04,116,house,HSRU
P000593,Ed Perlmutter,2019-01-08,116,house,HSRU
R000606,Jamie Raskin,2019-01-04,116,house,HSRU
S001205,Mary Gay Scanlon,2019-01-04,116,house,HSRU
M001206,Joe Morelle,2019-01-04,116,house,HSRU
S001206,Donna Shalala,2019-01-04,116,house,HSRU
L000397,Zoe Lofgren,2019-01-23,116,house,HSSY
B001274,Mo Brooks,2019-01-23,116,house,HSSY
M001198,Roger Marshall,2019-01-23,116,house,HSSY
S001207,Mikie Sherrill,2019-01-23,116,house,HSSY
C001068,Steve Cohen,2019-01-24,116,house,HSSY
G000588,Anthony Gonzalez,2019-01-23,116,house,HSSY
W000823,Michael Waltz,2019-01-23,116,house,HSSY
P000593,Ed Perlmutter,2019-01-23,116,house,HSSY
B001292,Donald Beyer,2019-01-23,116,house,HSSY
R000607,Francis Rooney,2019-07-24,116,house,HSSY
C000266,Steven J. Chabot,2019-01-04,116,house,HSSM
H001082,Kevin Hern,2019-01-24,116,house,HSSM
H001088,Jim Hagedorn,2019-01-24,116,house,HSSM
D000629,Sharice Davids,2019-01-24,116,house,HSSM
B001309,Tim Burchett,2019-01-24,116,house,HSSM
C001080,Judy Chu,2019-01-24,116,house,HSSM
E000296,Dwight Evans,2019-01-24,116,house,HSSM
S001190,Brad Schneider,2019-01-24,116,house,HSSM
Y000062,John Yarmuth,2019-01-03,116,house,HSBU
M001196,Seth Moulton,2019-01-24,116,house,HSBU
J000294,Hakeem Jeffries,2019-01-24,116,house,HSBU
H001038,Brian Higgins,2019-01-24,116,house,HSBU
F000461,Bill Flores,2019-01-24,116,house,HSBU
H001065,George Holding,2019-01-24,116,house,HSBU
K000389,Ro Khanna,2019-01-24,116,house,HSBU
D000399,Lloyd Doggett,2019-01-24,116,house,HSBU
P000523,David E. Price,2019-01-24,116,house,HSBU
H001082,Kevin Hern,2019-01-24,116,house,HSBU
M001204,Daniel Meuser,2019-01-24,116,house,HSBU
C001120,Dan Crenshaw,2019-01-24,116,house,HSBU
M001206,Joe Morelle,2019-01-24,116,house,HSBU
B001309,Tim Burchett,2019-01-24,116,house,HSBU
S000185,Robert C. Scott,2019-01-24,116,house,HSBU
P000608,Scott Peters,2019-02-13,116,house,HSBU
L000397,Zoe Lofgren,2019-01-16,116,house,HSJU
C000266,Steven J. Chabot,2019-01-23,116,house,HSJU
C001068,Steve Cohen,2019-01-16,116,house,HSJU
B001297,Ken Buck,2019-01-23,116,house,HSJU
G000578,Matt Gaetz,2019-01-23,116,house,HSJU
J000294,Hakeem Jeffries,2019-01-16,116,house,HSJU
R000606,Jamie Raskin,2019-01-16,116,house,HSJU
S001214,Greg Steube,2019-01-23,116,house,HSJU
S001205,Mary Gay Scanlon,2019-01-16,116,house,HSJU
G000563,Bob Gibbs,2019-01-23,116,house,HSPW
M001184,Thomas Massie,2019-01-23,116,house,HSPW
C001068,Steve Cohen,2017-01-17,116,house,HSPW
G000559,John Garamendi,2017-01-17,116,house,HSPW
G000577,Garret Graves,2019-01-23,116,house,HSPW
R000603,David Rouzer,2019-01-23,116,house,HSPW
M001185,Sean Patrick Maloney,2017-01-17,116,house,HSPW
S001199,Lloyd Smucker,2019-01-23,116,house,HSPW
L000579,Alan Lowenthal,2017-01-17,116,house,HSPW
M001199,Brian Mast,2019-01-23,116,house,HSPW
G000579,Mike Gallagher,2019-01-23,116,house,HSPW
L000562,Stephen F. Lynch,2017-01-17,116,house,HSPW
M001203,Tom Malinowski,2017-01-17,116,house,HSPW
M001205,Carol Miller,2019-01-23,116,house,HSPW
D000629,Sharice Davids,2017-01-17,116,house,HSPW
R000616,Harley Rouda,2017-01-17,116,house,HSPW
R000582,Phil Roe,2019-01-04,116,house,HSVR
B001257,Gus Bilirakis,2019-01-23,116,house,HSVR
D000628,Neal Dunn,2019-01-23,116,house,HSVR
B001299,Jim Banks,2019-01-23,116,house,HSVR
L000591,Elaine Luria,2019-01-17,116,house,HSVR
M001204,Daniel Meuser,2019-01-23,116,house,HSVR
L000590,Susie Lee,2019-01-17,116,house,HSVR
C001123,Gilbert Cisneros,2019-01-17,116,house,HSVR
S001214,Greg Steube,2019-01-23,116,house,HSVR
D000399,Lloyd Doggett,2019-01-15,116,house,HSWM
M001158,Kenny Marchant,,116,house,HSWM
L000557,John B. Larson,2019-01-15,116,house,HSWM
B000574,Earl Blumenauer,2019-01-15,116,house,HSWM
K000376,Mike Kelly,,116,house,HSWM
H001065,George Holding,,116,house,HSWM
P000096,Bill Pascrell Jr.,2019-01-15,116,house,HSWM
R000597,Tom Rice,,116,house,HSWM
